"Exam Name","Content","Option A","Option B","Option C","Option D","Answer","Explain"
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
"Lập Trình Hướng Đối Tượng","Từ khóa nào thường dùng để thực hiện đóng gói dữ liệu trong Java?","private","public","protected","static","A","Private giúp hạn chế truy cập trực tiếp từ bên ngoài."
"Lập Trình Hướng Đối Tượng","Một lớp con có thể kế thừa bao nhiêu lớp cha trực tiếp trong Java?","1","2","Không giới hạn","0","A","Java không hỗ trợ đa kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm thực thi (Run-time polymorphism) được thực hiện qua:","Ghi đè phương thức (Overriding)","Nạp chồng phương thức (Overloading)","Từ khóa static","Từ khóa final","A","Overriding được quyết định dựa trên kiểu đối tượng thực tế lúc chạy."
"Lập Trình Hướng Đối Tượng","Phương thức trừu tượng (Abstract method) là gì?","Phương thức không có thân hàm (implementation)","Phương thức luôn trả về void","Phương thức chỉ có trong Interface","Phương thức không thể ghi đè","A","Nó chỉ định nghĩa tên và tham số, để lớp con cài đặt."
"Lập Trình Hướng Đối Tượng","Để truy cập các thuộc tính private, chúng ta thường dùng phương thức nào?","Getter và Setter","Constructor","Destructor","Static method","A","Getter/Setter là cách chuẩn để truy cập dữ liệu đóng gói."
"Lập Trình Hướng Đối Tượng","Lớp nào là lớp cha của tất cả các lớp trong Java?","Object","Class","Main","Parent","A","Mọi lớp trong Java đều kế thừa từ java.lang.Object."
"Lập Trình Hướng Đối Tượng","Điều kiện để ghi đè phương thức (Overriding) là gì?","Phương thức lớp con phải có cùng tên và tham số với lớp cha","Phải khác tên","Phải khác số lượng tham số","Phải có từ khóa static","A","Signature phải hoàn toàn giống nhau."
"Lập Trình Hướng Đối Tượng","Một lớp chứa ít nhất một phương thức trừu tượng thì lớp đó phải là:","Lớp trừu tượng","Lớp final","Lớp static","Interface","A","Bắt buộc phải khai báo là abstract class."
"Lập Trình Hướng Đối Tượng","Lợi ích của việc sử dụng Setter là gì?","Có thể kiểm tra tính hợp lệ của dữ liệu trước khi gán","Làm mã nguồn ngắn hơn","Tự động xóa bộ nhớ","Không có lợi ích gì","A","Setter cho phép kiểm soát logic gán giá trị."
"Lập Trình Hướng Đối Tượng","Từ khóa 'super' dùng để làm gì?","Gọi phương thức hoặc constructor của lớp cha","Tạo đối tượng mới","Dừng chương trình","Gọi phương thức tĩnh","A","super tham chiếu đến lớp cha trực tiếp."
"Lập Trình Hướng Đối Tượng","Interface trong Java giúp thực hiện tính chất nào?","Đa hình và đa kế thừa hành vi","Đóng gói dữ liệu","Tiết kiệm bộ nhớ","Tăng tốc độ CPU","A","Interface cho phép một lớp thực thi nhiều hành vi khác nhau."
"Lập Trình Hướng Đối Tượng","Điểm khác biệt chính giữa Interface và Abstract Class là gì?","Interface chỉ chứa các hằng số và phương thức trừu tượng (Java phiên bản cũ)","Abstract class không thể chứa thuộc tính","Interface có thể khởi tạo đối tượng","Không có sự khác biệt","A","Interface tập trung vào hành vi (HAS-A), Abstract Class vào bản chất (IS-A)."
"Lập Trình Hướng Đối Tượng","Mục đích chính của tính đóng gói là gì?","Che giấu chi tiết cài đặt và bảo vệ dữ liệu","Cho phép kế thừa lớp cha","Tăng tốc độ thực thi","Giảm bộ nhớ sử dụng","A","Tính đóng gói giúp bảo vệ trạng thái bên trong của đối tượng."
"Lập Trình Hướng Đối Tượng","Từ khóa nào dùng để kế thừa một lớp trong Java?","extends","implements","inherits","using","A","Java dùng extends cho kế thừa lớp."
"Lập Trình Hướng Đối Tượng","Đa hình tại thời điểm biên dịch (Compile-time polymorphism) được thực hiện qua:","Nạp chồng phương thức (Overloading)","Ghi đè phương thức (Overriding)","Kế thừa","Interface","A","Overloading được quyết định lúc biên dịch."
"Lập Trình Hướng Đối Tượng","Lớp trừu tượng (Abstract class) có đặc điểm gì?","Không thể khởi tạo đối tượng trực tiếp từ nó","Không thể chứa phương thức có thân hàm","Luôn phải có phương thức static","Không thể bị kế thừa","A","Lớp trừu tượng dùng làm khuôn mẫu, không thể tạo instance."
